source_authors_abbreviated,source_year,source_authors,source_title,source_reference,source_url,cited_authors,cited_title,cited_reference
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–24",https://link.springer.com//10.3758/s13420-019-00399-0,"Bond, F., Hayes, S., Baer, R., Carpenter, K., Guenole, N., Orcutt, H., … Zettle, R. (2011","Preliminary psychometric properties of the Acceptance and Action Questionnaire-II: A revised measure of psychological inflexibility and experiential avoidanceBehavior Therapy, 42(4, 676–88. doi: https://doi.org/10.1016/j.beth.2011.03.007",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–25",https://link.springer.com//10.3758/s13420-019-00399-0,"Catania, C. (1979",LearningEnglewood Cliffs: Prentice Hall.,
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–26",https://link.springer.com//10.3758/s13420-019-00399-0,"Catania, A.C., Shimoff, E., & Matthews, B.A. (1989","An experimental analysis of rule-governed behaviorIn S.CHayes (Ed., Rule-governed behaviour: Cognition, contingencies, and instructional control (pp. 119-150. New York: Plenum.",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–27",https://link.springer.com//10.3758/s13420-019-00399-0,"Dougher, M., Twohig, M.P., & Madden, G.J. (2014","Stimulus-stimulus relations [Special issue]Journal of the Experimental Analysis of Behavior, 101(1.",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–28",https://link.springer.com//10.3758/s13420-019-00399-0,"Harte, C., Barnes-Holmes, Y., Barnes-Holmes, D., & McEnteggart, C. (2017","Persistent rule-following in the face of reversed reinforcement contingencies: The differential impact of direct versus derived rulesBehavior Modification, 41(6, 743-763. doi: https://doi.org/10.1177/0145445517715871.",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–29",https://link.springer.com//10.3758/s13420-019-00399-0,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., & McEnteggart, C. (2018","The impact of high versus low levels of derivation for mutually and combinatorially entailed relations on persistent rule-followingBehavioural Processes, 157, 36-46doi: https://doi.org/10.1016/j.beproc.2018.08.005.",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–30",https://link.springer.com//10.3758/s13420-019-00399-0,"Hayes, S.C. (1989","Rule-governed behavior: Cognition, contingencies, and instructional controlNew York: Plenum.",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–31",https://link.springer.com//10.3758/s13420-019-00399-0,"Hayes, S.C., Barnes-Holmes, D., & Roche, B. (2001",Relational frame theory: A post-Skinnerian account of human language and cognitionNew York: Plenum.,
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–32",https://link.springer.com//10.3758/s13420-019-00399-0,"Hayes, S.C., Brownstein, A.J., Haas, J.R., & Greenway, D.E. (1986","Instructions, Multiple Schedules, and Extinction: Distinguishing Rule-Governed from Scheduled-Controled BehaviorJournal of the Experimental Analysis of Behavior, 46(2, 137-147. doi: https://doi.org/10.1901/jeab.1986.46-137",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–33",https://link.springer.com//10.3758/s13420-019-00399-0,"Hayes, S.C. & Hayes, L.J. (1989","The verbal action of the listener as a basis for rule-governanceIn S.CHayes (Ed., Rule-governed behavior: Cognition, contingencies, and instructional control (pp. 153-190.",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–34",https://link.springer.com//10.3758/s13420-019-00399-0,"Hayes, S. C., Strosahl, K., & Wilson, K.G. (1999",Acceptance and Commitment Therapy: An experiential approach to behaviour changeNew York: Guilford Press.,
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–35",https://link.springer.com//10.3758/s13420-019-00399-0,"Hughes, S. & Barnes-Holmes, D. (2016","Relational Frame Theory: The basic accountIn RDZettle, S.CHayes, DBarnes-Holmes, & ABiglan (Eds., The Wiley handbook of contextual behavioral science (pp. 129-178. West Sussex, UK: Wiley.",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–36",https://link.springer.com//10.3758/s13420-019-00399-0,"LeFrancois, J. R., Chase, P. N., & Joyce, J. H. (1988","The effects of a variety of instructions on human fixed-interval performanceJournal of the Experimental of Behavior, 49(3, 383-393. doi: https://doi.org/10.1901/jeab.1988.49-383",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–37",https://link.springer.com//10.3758/s13420-019-00399-0,"Lovibond, S. H., & Lovibond, P. F. (1995",Manual for the Depression Anxiety Stress Scales (2nd ed.. Sydney: The Psychology Foundation of Australia.,
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–38",https://link.springer.com//10.3758/s13420-019-00399-0,"McAuliffe, D., Hughes, S., & Barnes-Holmes, D. (2014","The dark-side of rule governed behavior: An experimental analysis of problematic rule-following in an adolescent population with depressive symptomatologyBehavior Modification, 38(4, 587-613. doi: https://doi.org/10.1177/0145445514521630",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–39",https://link.springer.com//10.3758/s13420-019-00399-0,"Michael, J. (1980","Flight from behavior analysis presidential address ABA 1980The Behavior Analyst, 3, 1-22doi: https://doi.org/10.1007/BF03391838",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–40",https://link.springer.com//10.3758/s13420-019-00399-0,"Monestes, J.L., Greville, W.J., & Hooper, N. (2017","Derived insensitivity: Rule-based to contingencies propagates through equivalenceLearning and Motivation, 59, 55-63doi: https://doi.org/10.1007/s40732-014-0029-8",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–41",https://link.springer.com//10.3758/s13420-019-00399-0,"O’Hora, D., Barnes-Holmes, D., Roche, B., & Smeets, P.M. (2004","Derived relational networks and control by novel instructions: A possible model of generative verbal respondingThe Psychological Record, 54, 437-460doi: https://doi.org/10.1007/BF03395484",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–42",https://link.springer.com//10.3758/s13420-019-00399-0,"O’Hora, D., Barnes-Holmes, D., & Stewart, I. (2014","Antecedent and consequential control of derived instruction-followingJournal of the Experimental Analysis of Behavior, 102 (1, 66-85. doi: https://doi.org/10.1002/jeab.95",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–43",https://link.springer.com//10.3758/s13420-019-00399-0,"Rosenfarb, I.S., Newland, M.C., Brannon, S.E., & Howey, D.S. (1992","Effects of self-generated rules on the development of schedule-controlled behaviourJournal of the Experimental Analysis of Behavior, 58(1, 107-121. doi: https://doi.org/10.1037/0021-843X.102.4.642",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–44",https://link.springer.com//10.3758/s13420-019-00399-0,"Ruiz, F. J., Suárez-Falcón, J. C., Barbero-Rubio, A., & Flórez, C. L. (2019","Development and initial validation of the generalized pliance questionnaireJournal of Contextual Behavioral Science, 12, 189-198doi: https://doi.org/10.1016/j.jcbs.2018.03.003",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–45",https://link.springer.com//10.3758/s13420-019-00399-0,"Shimoff, E., Catania, A.C., & Matthews, B.A. (1981","Uninstructed human responding: Sensitivity of low-rate performance to schedule contingenciesJournal of the Experimental Analysis of Behavior, 36(2, 207-220. doi: https://doi.org/10.1901/jeab.1981.36-207",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–46",https://link.springer.com//10.3758/s13420-019-00399-0,"Sidman, M. (1971","Reading and auditory-visual equivalencesJournal of Speech, Language, and Hearing Research, 14, 5-13doi: https://doi.org/10.1044/jshr.1401.05",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–47",https://link.springer.com//10.3758/s13420-019-00399-0,"Sidman, M. (1994","Equivalence relations and behaviour: A research storyBoston, MA: Authors Cooperative.",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–48",https://link.springer.com//10.3758/s13420-019-00399-0,"Sidman, M. & Tailby, W. (1982","Conditional discrimination vsmatching to sample: an expansion of the testing paradigmJournal of the Experimental Analysis of Behavior, 37(1, 5-22. doi: https://doi.org/10.1901/jeab.1982.37-5",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–49",https://link.springer.com//10.3758/s13420-019-00399-0,"Skinner, B.F. (1966","An operant analysis of problem solvingIn BKeinmuntz (Eds., Problem-solving: Research, method, and therapy (pp. 225-257. New York: Wiley.",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–50",https://link.springer.com//10.3758/s13420-019-00399-0,"Steele, D.L. & Hayes, S.C. (1991","Stimulus equivalence and arbitrarily applicable relational respondingJournal of the Experimental Analysis of Behavior, 56, 519-555doi: https://doi.org/10.1901/jeab.1991.56-519",
Harte et al. (2020),2020,"Harte, C., Barnes-Holmes, D., Barnes-Holmes, Y., McEnteggart, C., Gys, J., & Hasler, C. (2020)",Exploring the potential impact of relational coherence on persistent rule-following: The first study,"Learning & Behavior, 1–51",https://link.springer.com//10.3758/s13420-019-00399-0,"Zettle, R.D. & Hayes, S.C. (1982","Rule-governed behavior: A potential theoretical framework for cognitive-behavior therapyIn P.CKendall (Ed., Advances in cognitive-behavioral research and therapy (Vol. 1: pp. 73-118. New York: Academic.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Barnes, D., Brown, M., Smeets, P. M., & Roche, B. (1995","A transfer of functions and a conditional transfer of functions through equivalence relations in three to six-year-old childrenThe Psychological Record, 45, 617–638https://doi.org/10.1007/BF03395151.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Barnes-Holmes, D., Barnes-Holmes, Y., Power, P., Hayden, E., Milne, R., & Stewart, I. (2006","Do you really know what you believe? Developing the Implicit Relational Assessment Procedure (IRAP as a direct measure of implicit beliefs. Irish Psychologist, 32, 169–177.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Bortoloti, R., & Coelho de Rose, J. C. (2011","Avaliação do efeito de dica semântica e da indução de significado entre estímulos abstratos equivalentesPsicologia: Reflexão e Crítica, 24, 381–393https://doi.org/10.1590/S0102-79722011000200020.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Bortoloti, R., & de Rose, J. C. (2009","Assessment of the relatedness of equivalent stimuli through a semantic differentialThe Psychological Record, 59, 563–590https://doi.org/10.1007/BF03395682.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Bortoloti, R., & de Rose, J. C. (2012","Equivalent stimuli are more strongly related after training with delayed matching than after simultaneous matching: A study using the Implicit Relational Assessment Procedure (IRAP. The Psychological Record, 62, 41–54. https://doi.org/10.1007/BF03395785.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Bortoloti, R., Rodrigues, N. C., Cortez, M. D., Pimentel, N., & de Rose, J. C. (2013","Overtraining increases the strength of equivalence relationsPsychology & Neuroscience, 6, 357https://doi.org/10.3922/j.psns.2013.3.13.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"de Almeida, J. H., & de Rose, J. C. (2015","Changing the meaningfulness of abstract stimuli by the reorganization of equivalence classes: Effects of delayed matchingThe Psychological Record, 65, 451–461https://doi.org/10.1007/s40732-015-0120-9.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"de Rose, J. C., Hidalgo, M., & Vasconcellos, M. (2013","Controlling relations in baseline conditional discriminations as determinants of stimulus equivalenceThe Psychological Record, 63, 85–98https://doi.org/10.11133/j.tpr.2013.63.1.007.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"de Rose, J. C., McIlvane, W. J., Dube, W. V., Galpin, V. C., & Stoddard, L. T. (1988","Emergent simple discriminations established by indirect relations to differential consequencesJournal of the Experimental Analysis of Behavior, 50, 1–20https://doi.org/10.1901/jeab.1988.50-1.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Dougher, M., Augustson, E., Markham, M., Greenway, D., & Wulfert, E. (1994","The transfer of respondent eliciting and extinction functions through stimulus equivalence classesJournal of the Experimental Analysis of Behavior, 62, 331–351https://doi.org/10.1901/jeab.1994.62-331.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Dube, W. V., & Hiris, E. J. (1999","MTS software documentationWaltham, MA: EK Shriver Center.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Dymond, S., Bennett, M., Boyle, S., Roche, B., & Schlund, M. (2017","Related to anxiety: Arbitrarily applicable relational responding and experimental psychopathology research on fear and avoidanceThe Behavior Analyst, 41, 189–213https://doi.org/10.1007/s40614-017-0133-6.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Dymond, S., & Rehfeldt, R. A. (2000","Understanding complex behavior: The transformation of stimulus functionsThe Behavior Analyst, 23, 239–254https://doi.org/10.1007/BF03392013.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Finn, M., Barnes-Holmes, D., & McEnteggart, C. (2018","Exploring the single-trial-type-dominance-effect on the IRAP: Developing a differential arbitrarily applicable relational responding effects (DAARRE model. The Psychological Record, 68, 11–25. https://doi.org/10.1007/s40732-017-0262-z.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Guinther, P. M., & Dougher, M. J. (2015","The clinical relevance of stimulus equivalence and Relational Frame Theory in influencing the behavior of verbally competent adultsCurrent Opinion in Psychology, 2, 21–25https://doi.org/10.1016/j.copsyc.2015.01.015.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Hayes, S. C., Kohlenberg, B. K., & Hayes, L. J. (1991","The transfer of specific and general consequential functions through simple and conditional equivalence classesJournal of the Experimental Analysis of Behavior, 56, 119–137https://doi.org/10.1901/jeab.1991.56-119.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Hughes, S., Barnes-Holmes, D., & Vahey, N. (2012","Holding on to our functional roots when exploring new intellectual islands: A voyage through implicit cognition researchJournal of Contextual Behavioral Science, 1, 17–38https://doi.org/10.1016/j.jcbs.2012.09.003.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Hussey, I., Barnes-Holmes, D., & Barnes-Holmes, Y. (2015","From Relational Frame Theory to implicit attitudes and back again: clarifying the link between RFT and IRAP researchCurrent Opinion in Psychology, 2, 11–15https://doi.org/10.1016/j.copsyc.2014.12.009.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Lang, P. J., Bradley, M. M., & Cuthbert, B. N. (2008","International affective picture system (IAPS: Technical manual and affective ratings. NIMH Center for the Study of Emotion and Attention, 1, 39–58.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Leech, A., Barnes-Holmes, D., & Madden, L. (2016","The implicit relational assessment procedure (IRAP as a measure of spider fear, avoidance, and approach. The Psychological Record, 66, 337–349. https://doi.org/10.1007/s40732-016-0176-1.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Luciano, C., Valdivia-Salas, S., Ruiz, F. J., Rodrıguez-Valverde, M., Barnes-Holmes, D., Dougher, M. J., & Gutierrez-Martinez, O. (2014","Effects of an acceptance/defusion intervention on experimentally induced generalized avoidance: A laboratory demonstrationJournal of the Experimental Analysis of Behavior, 101, 94–111https://doi.org/10.1002/jeab.68.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Maloney, E., & Barnes-Holmes, D. (2016","Exploring the behavioral dynamics of the implicit relational assessment procedure: The role of relational contextual cues versus relational coherence indicators as response optionsThe Psychological Record, 66, 395–403https://doi.org/10.1007/s40732-016-0180-5.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Mizael, T. M., de Almeida, J. H., Silveira, C. C., & de Rose, J. C. (2016","Changing racial bias by transfer of functions in equivalence classesThe Psychological Record, 66, 451–462https://doi.org/10.1007/s40732-016-0185-0.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Nicholson, E., & Barnes-Holmes, D. (2012","The Implicit Relational Assessment Procedure (IRAP as a measure of spider fear. The Psychological Record, 62, 263–277. https://doi.org/10.1007/BF03395801.",
Gomes et al. (2019),2019,"Gomes, C. T., Perez, W. F., Henrique de Almeida, J., Ribeiro, A., de Rose, J. C., & Barnes-Holmes, D. (2019)",Assessing a Derived Transformation of Functions Using the Implicit Relational Assessment Procedure Under Three Motivative Conditions,"The Psychological Record, 69(4), 487–497",https://link.springer.com/article/10.1007/s40732-019-00353-6,"Osgood, C. E., & Suci, G. J. (1952","A measure of relation determined by both mean difference and profile informationPsychological Bulletin, 49, 251–262https://doi.org/10.1037/h0062981.",
